inclinacion_columna,angulo_cuello,ang_rodilla_izq,ang_rodilla_der,ang_codo_izq,ang_codo_der,inclinacion_hombros,inclinacion_caderas,ang_cadera_izq,ang_cadera_der,adelanto_cabeza,altura_cadera_relativa,asimetria_hombros,kp_nose_x,kp_nose_y,kp_left_eye_x,kp_left_eye_y,kp_right_eye_x,kp_right_eye_y,kp_left_ear_x,kp_left_ear_y,kp_right_ear_x,kp_right_ear_y,kp_left_shoulder_x,kp_left_shoulder_y,kp_right_shoulder_x,kp_right_shoulder_y,kp_left_elbow_x,kp_left_elbow_y,kp_right_elbow_x,kp_right_elbow_y,kp_left_wrist_x,kp_left_wrist_y,kp_right_wrist_x,kp_right_wrist_y,kp_left_hip_x,kp_left_hip_y,kp_right_hip_x,kp_right_hip_y,kp_left_knee_x,kp_left_knee_y,kp_right_knee_x,kp_right_knee_y,kp_left_ankle_x,kp_left_ankle_y,kp_right_ankle_x,kp_right_ankle_y,kp_left_heel_x,kp_left_heel_y,kp_right_heel_x,kp_right_heel_y,kp_left_foot_index_x,kp_left_foot_index_y,kp_right_foot_index_x,kp_right_foot_index_y,visibilidad_promedio,clase_nombre,clase_id,archivo
11.153,130.8404,105.3519,73.4256,110.1126,-1.0,36.7383,35.5673,98.175,102.5522,-0.260257,-0.14898,0.173185,-0.066828,-1.31415,0.000985,-1.371226,-0.011941,-1.38907,0.10686,-1.326313,0.076204,-1.361596,0.258064,-0.894522,0.128795,-1.067707,0.119524,-0.242591,-0.06785,-0.532837,-0.381106,-0.171205,-0.421182,-0.358648,0.062156,0.086923,-0.062156,-0.086923,-0.834539,0.038147,-0.766957,-0.068036,-1.073192,0.752837,-0.542373,0.618699,-1.005387,0.908677,-0.44587,0.717337,-1.472184,0.922926,-0.755069,0.791819,0.9161,MAL SENTADOS,5,incorrecta (10).jpeg
3.6145,136.661,95.5182,-1.0,128.992,-1.0,1.526,18.3084,103.2504,-1.0,-0.397006,-0.137057,0.269309,-0.460049,-1.368828,-0.405576,-1.452164,-0.418975,-1.467544,-0.247737,-1.429942,-0.276338,-1.457953,-0.059456,-0.863356,-0.06663,-1.132666,-0.174359,-0.157748,-0.282407,-0.489703,-0.706905,0.146541,-0.69445,-0.027046,0.027921,0.084384,-0.027921,-0.084384,-0.838937,0.374732,-0.892744,0.352172,-0.634174,1.261687,-0.562607,1.090316,-0.493095,1.400612,-0.425649,1.170488,-0.992693,1.459327,-0.812644,1.343078,0.8708,MAL SENTADOS,5,incorrecta (11).jpeg
1.1844,130.486,106.6848,88.6377,113.4307,-1.0,11.2395,33.9022,98.738,93.5878,-0.435681,-0.109799,0.296606,-0.415011,-1.38756,-0.334852,-1.460565,-0.344534,-1.482241,-0.18371,-1.404114,-0.213594,-1.444163,0.050141,-0.851483,-0.0088,-1.14809,-0.093308,-0.114161,-0.052268,-0.514593,-0.670025,0.01286,-0.400202,-0.203758,0.080589,0.119919,-0.080589,-0.119919,-0.908134,0.303763,-0.955104,-0.126119,-1.001709,1.171974,-0.939837,0.788633,-0.92637,1.360011,-0.855016,0.894327,-1.433738,1.373909,-1.356015,1.001866,0.9377,MAL SENTADOS,5,incorrecta (12).jpeg
2.4137,114.1319,130.3826,-1.0,145.4603,157.3092,42.6736,37.3638,106.241,81.8061,-0.378151,-0.109497,0.206313,-0.336037,-1.188027,-0.301285,-1.302963,-0.354968,-1.302243,-0.112968,-1.338895,-0.19268,-1.347214,0.137216,-0.895956,-0.052988,-1.102269,-0.227,-0.219038,-0.410565,-0.531455,-0.883772,0.118175,-0.898004,-0.187034,0.077605,0.101637,-0.077605,-0.101637,-0.984905,0.343451,-0.900287,-0.240829,-1.462871,1.259229,-1.198828,0.383738,-1.407012,1.42962,-1.17104,0.514218,-1.963093,1.360274,-1.583928,0.45593,0.8958,MAL SENTADOS,5,incorrecta (13).jpeg
24.4581,138.7747,93.1185,93.7835,124.0273,-1.0,39.0964,39.8157,71.7197,69.1323,-0.497516,-0.128642,0.159132,-0.911544,-1.135075,-0.864611,-1.2289,-0.895341,-1.23474,-0.697559,-1.236312,-0.755751,-1.252617,-0.349375,-0.830698,-0.478682,-0.98983,-0.5057,-0.096544,-0.500901,-0.386281,-0.892573,0.059815,-0.770166,-0.020264,0.084013,0.100779,-0.084013,-0.100779,-0.786453,0.202585,-0.808711,-0.061914,-0.730494,1.104,-0.817433,0.638272,-0.622448,1.283642,-0.670826,0.714822,-1.164477,1.296505,-1.162311,0.778117,0.9024,MAL SENTADOS,5,incorrecta (14).jpeg
0.109,142.8248,141.3673,116.7866,153.6908,167.592,32.818,38.7863,99.042,83.8985,-0.326499,-0.118208,0.348505,-0.328401,-1.428834,-0.23627,-1.507585,-0.278565,-1.533822,-0.052376,-1.442293,-0.119616,-1.489506,0.110473,-0.825746,-0.114278,-1.174251,-0.374771,-0.184076,-0.45777,-0.614844,-0.902441,0.080086,-0.862494,-0.195143,0.120148,0.149507,-0.120148,-0.149507,-0.78202,0.302264,-0.857749,-0.232629,-1.421094,1.018111,-1.352337,0.522712,-1.394574,1.221613,-1.345405,0.678135,-1.935141,1.101662,-1.831784,0.55236,0.966,MAL SENTADOS,5,incorrecta (15).jpeg
0.0294,143.1533,74.4756,68.4514,-1.0,136.6418,38.734,11.7415,86.8852,94.0817,0.301591,-0.13301,0.059055,0.301078,-1.40289,0.245596,-1.466089,0.220038,-1.466434,0.140246,-1.422007,0.09897,-1.418289,0.023172,-1.029527,-0.024197,-0.970472,0.140135,-0.502384,0.19292,-0.322926,0.460719,-0.275401,0.529559,-0.143133,0.013212,-0.063569,-0.013212,0.063569,0.6742,-0.092706,0.818581,0.114051,0.53545,0.508272,0.557426,0.673545,0.339479,0.559001,0.444296,0.745432,0.760725,0.749162,0.831873,0.875491,0.9167,MAL SENTADOS,5,incorrecta (16).jpeg
0.4979,136.5544,-1.0,103.3758,-1.0,116.3768,46.7595,13.466,-1.0,98.4608,0.37882,-0.128252,0.079941,0.387509,-1.393017,0.333987,-1.471172,0.34829,-1.460856,0.192328,-1.429145,0.228405,-1.415633,-0.033814,-1.039933,0.051194,-0.959992,0.086705,-0.413617,0.140161,-0.28357,0.421115,-0.192387,0.564664,-0.138364,-0.01494,-0.062392,0.01494,0.062392,0.880627,0.038667,0.974554,0.240101,0.954928,0.857725,1.017921,1.100885,0.848734,1.043966,0.891681,1.267576,1.319472,1.146089,1.29429,1.302467,0.8761,MAL SENTADOS,5,incorrecta (17).jpeg
17.6748,139.7931,145.7977,-1.0,119.2868,-1.0,88.7702,29.444,113.0172,-1.0,-0.345142,-0.177876,0.000555,-0.648756,-1.169455,-0.604504,-1.247645,-0.615764,-1.24645,-0.505544,-1.234898,-0.53032,-1.236807,-0.316532,-0.952518,-0.290697,-0.953072,-0.562265,-0.467299,-0.436075,-0.512927,-0.948885,-0.450909,-0.752352,-0.466145,0.007984,0.014144,-0.007984,-0.014144,-0.633937,0.583557,-0.438125,0.497326,-0.846437,1.421921,-0.550347,1.169436,-0.704328,1.519504,-0.507904,1.289781,-1.100445,1.573959,-0.802118,1.326524,0.858,MAL SENTADOS,5,incorrecta (2).jpeg
36.6857,113.2983,175.3166,170.5027,-1.0,154.1102,26.3285,3.1294,155.1789,151.1243,0.228129,-0.075257,0.193304,-0.369296,-1.196802,-0.421698,-1.257933,-0.441167,-1.244607,-0.549932,-1.219569,-0.563736,-1.186474,-0.645254,-0.898577,-0.549597,-0.705272,-0.508385,-0.409174,-0.421549,-0.079101,-0.276011,-0.167957,-0.090128,0.353641,-0.004645,-0.084955,0.004645,0.084955,0.557056,0.200797,0.664841,0.40809,0.939304,0.43639,1.261445,0.834853,1.064488,0.551353,1.262271,0.931631,1.307186,0.351052,1.568414,0.891072,0.8975,MAL SENTADOS,5,incorrecta (3).jpeg
5.3658,130.2026,86.5531,117.4999,-1.0,113.3522,75.5655,47.0606,81.8121,115.4665,0.35101,-0.049647,0.067354,0.257496,-1.353662,0.215276,-1.432903,0.197429,-1.433535,0.094428,-1.422594,0.069724,-1.413195,0.037323,-1.029295,-0.22435,-0.961941,0.069716,-0.540194,-0.209739,-0.290426,0.321779,-0.241655,0.353026,-0.061845,0.098101,-0.091287,-0.098101,0.091287,0.760659,-0.230851,0.777917,0.386629,0.845818,0.342506,0.911702,1.244023,0.74932,0.438741,0.798374,1.400846,1.096837,0.573687,1.342837,1.488015,0.9604,MAL SENTADOS,5,incorrecta (4).jpeg
5.507,150.735,86.7986,86.1686,-1.0,81.1483,53.5343,46.7081,83.6103,91.966,0.34738,-0.105334,0.204484,0.443347,-1.495719,0.380699,-1.568885,0.346698,-1.556141,0.233381,-1.510412,0.20233,-1.491046,0.234313,-1.097626,-0.042377,-0.893143,0.293027,-0.533235,-0.032154,-0.109182,0.488861,-0.358281,0.469206,-0.19397,0.105576,-0.099461,-0.105576,0.099461,0.959312,-0.085165,0.852375,0.193543,0.896521,0.777956,0.715929,1.014142,0.757145,0.909377,0.588788,1.147834,1.126946,0.929122,1.099373,1.260592,0.931,MAL SENTADOS,5,incorrecta (5).jpeg
9.4352,149.058,85.3003,81.97,-1.0,147.347,37.1898,29.7601,87.7102,84.2335,0.346716,-0.121333,0.170983,0.510648,-1.394189,0.447325,-1.480832,0.423086,-1.468642,0.327059,-1.430724,0.297582,-1.409933,0.2288,-1.071963,0.099065,-0.90098,0.356747,-0.508498,0.358891,-0.24693,0.522341,-0.191057,0.671427,-0.022506,0.047147,-0.082457,-0.047147,0.082457,0.830863,0.02926,0.786853,0.121641,0.661197,0.775301,0.653048,0.828431,0.553542,0.911387,0.536019,0.956616,0.970818,0.952353,0.986429,0.953113,0.9095,MAL SENTADOS,5,incorrecta (6).jpeg
10.633,128.5378,58.8659,55.2884,-1.0,108.4182,6.8019,46.5026,87.2903,89.6348,0.340982,-0.081218,0.034516,0.525499,-1.163407,0.490204,-1.246475,0.487434,-1.247348,0.385482,-1.26821,0.379393,-1.265747,0.182459,-0.965571,0.186576,-1.000087,0.185215,-0.403788,0.161487,-0.385594,0.444998,-0.202342,0.563864,-0.233097,0.034745,-0.032969,-0.034745,0.032969,0.754328,0.046354,0.781071,0.202317,0.34752,0.577962,0.313489,0.646989,0.197264,0.594918,0.167386,0.637587,0.433562,0.896172,0.422668,0.989677,0.8994,MAL SENTADOS,5,incorrecta (7).jpeg
2.7112,145.1503,88.3953,86.4849,-1.0,91.2269,33.5542,32.0469,90.1609,92.7357,0.340698,-0.108682,0.165787,0.387999,-1.441912,0.302645,-1.512859,0.292348,-1.499023,0.186377,-1.456783,0.178948,-1.435501,0.10228,-1.081774,-0.007677,-0.915987,0.307712,-0.531889,0.163692,-0.291245,0.544832,-0.451014,0.571882,-0.393868,0.048295,-0.077148,-0.048295,0.077148,0.825457,-0.033197,0.915805,0.162813,0.758875,0.752872,0.800922,0.923089,0.642586,0.881426,0.696319,1.049931,1.080536,0.896595,1.188444,0.991055,0.9292,MAL SENTADOS,5,incorrecta (8).jpeg
13.3543,133.0701,-1.0,178.8349,-1.0,100.6041,43.7832,89.4215,-1.0,173.4485,0.308354,-0.149993,0.097412,0.539325,-1.148955,0.511013,-1.233871,0.492751,-1.225763,0.41539,-1.242994,0.391972,-1.223325,0.277652,-1.021667,0.184291,-0.924254,0.462929,-0.770126,0.432397,-0.421387,0.726054,-0.962876,0.897592,-0.551769,0.053531,0.000541,-0.053531,-0.000541,0.288024,0.480862,-0.102491,0.352906,0.181202,1.231545,-0.189606,1.092099,0.101541,1.336349,-0.230322,1.194269,0.349804,1.449197,-0.097659,1.321201,0.7912,MAL SENTADOS,5,incorrecta (9).jpeg
0.8394,136.0834,70.6192,87.9497,162.4067,101.071,66.9318,55.6466,85.0451,106.331,0.439422,-0.089803,0.166845,0.424773,-1.469844,0.361698,-1.557516,0.321901,-1.543075,0.207462,-1.525682,0.159705,-1.50856,0.181233,-1.083315,-0.210531,-0.91647,0.301409,-0.572983,-0.115841,-0.158707,0.525533,-0.197672,0.457503,-0.119135,0.140021,-0.095708,-0.140021,0.095708,1.013403,-0.13484,0.740609,0.28846,0.774826,0.654602,0.502239,1.217091,0.655431,0.744957,0.392253,1.342068,1.093228,0.868632,0.873458,1.51096,0.987,MAL SENTADOS,5,incorrecta .jpeg
22.3692,145.9086,93.2419,95.8746,-1.0,117.1076,46.5478,49.9806,82.7621,88.5868,0.578564,-0.107655,0.198833,0.959137,-1.308266,0.915179,-1.418799,0.871808,-1.395145,0.753842,-1.378384,0.671324,-1.332618,0.485511,-1.024167,0.275635,-0.825335,0.463642,-0.425058,0.276609,-0.092593,0.792259,0.042876,0.819659,0.184481,0.102933,-0.086431,-0.102933,0.086431,0.903057,0.127311,0.812371,0.440263,0.737763,0.924462,0.574726,1.311297,0.591053,1.01129,0.462691,1.415146,0.967605,1.129744,0.910179,1.550303,0.9146,MAL SENTADOS,5,incorrecta 15.jpeg
1.6951,135.4634,85.8578,105.4321,-1.0,122.6694,33.1062,42.8284,94.7066,117.4882,0.472795,-0.109371,0.391425,0.443214,-1.509394,0.395549,-1.634052,0.333338,-1.597888,0.177334,-1.598531,0.086287,-1.545741,0.098033,-1.195275,-0.157194,-0.80385,0.348291,-0.563756,0.165105,0.039417,0.656664,-0.000433,0.725429,0.155989,0.136551,-0.147315,-0.136551,0.147315,0.961362,-0.109837,0.893034,0.654935,0.832492,0.979977,0.743492,1.437915,0.668987,1.099824,0.595254,1.505962,1.215599,1.37277,1.124796,1.774516,0.9622,MAL SENTADOS,5,incorrecta 16.jpeg
9.7262,138.1864,-1.0,83.3978,-1.0,105.0332,65.2737,44.4876,-1.0,91.6078,0.487244,-0.108635,0.116511,0.656185,-1.372645,0.630516,-1.461466,0.601751,-1.45364,0.501063,-1.449608,0.459128,-1.443557,0.295445,-1.043882,0.042437,-0.927371,0.425361,-0.520989,0.158549,-0.148176,0.733005,-0.274302,0.742388,-0.081061,0.083079,-0.084579,-0.083079,0.084579,0.913707,-0.038651,0.904749,0.235356,0.745035,0.765754,0.67629,1.071578,0.654019,0.918163,0.541561,1.184149,1.050917,1.001556,1.024483,1.201367,0.8889,MAL SENTADOS,5,incorrecta 17.jpeg
3.3882,124.4295,137.7799,136.8576,-1.0,140.0804,78.9834,54.5058,103.4487,106.4473,0.408782,-0.099178,0.050564,0.349681,-1.315538,0.319852,-1.398664,0.288471,-1.401554,0.192035,-1.400033,0.143264,-1.400768,0.070764,-1.023534,-0.188965,-0.97297,0.01619,-0.480084,-0.374367,-0.296112,0.180005,-0.123179,-0.119781,0.259921,0.131251,-0.0936,-0.131251,0.0936,0.782186,0.017984,0.63598,0.275671,1.289371,0.66592,1.155465,1.0603,1.253549,0.822869,1.136609,1.216557,1.710048,0.734987,1.566329,1.209091,0.9781,MAL SENTADOS,5,incorrecta 18.jpeg
8.6856,138.7428,104.7711,105.4669,-1.0,158.9334,86.2998,75.8767,97.5916,96.3486,0.401448,-0.155558,0.00391,0.55246,-1.326071,0.496795,-1.417577,0.4776,-1.411342,0.374568,-1.395505,0.356364,-1.384709,0.181239,-0.986577,0.120786,-0.990487,0.232851,-0.416629,0.081201,-0.387488,0.423282,0.047534,0.257344,0.177666,0.062437,-0.01571,-0.062437,0.01571,0.806611,0.177689,0.78339,0.268968,0.809504,0.993682,0.763788,1.203331,0.717025,1.162717,0.657425,1.321202,1.237972,1.287577,1.209761,1.400059,0.9049,MAL SENTADOS,5,incorrecta 19.jpeg
20.8457,136.1629,91.0181,104.1353,164.8536,133.2528,31.51,26.639,102.665,117.3973,0.171713,-0.069824,0.289233,-0.18414,-1.33924,-0.218964,-1.423723,-0.269164,-1.399849,-0.342842,-1.378387,-0.440108,-1.330182,-0.267197,-1.079159,-0.444509,-0.789925,0.193561,-0.56212,-0.085471,-0.238148,0.692331,-0.236383,0.59107,-0.116406,0.07184,-0.143218,-0.07184,0.143218,1.1036,-0.274429,1.110796,0.259742,1.219682,0.524643,1.249974,1.190098,1.103071,0.676965,1.159333,1.337567,1.659418,0.759484,1.67782,1.394822,0.9602,MAL SENTADOS,5,incorrecta.jpeg
10.2965,121.551,96.4217,117.0406,-1.0,74.5527,74.215,55.5703,99.0845,99.4356,0.312553,-0.103286,0.049048,0.133811,-1.263817,0.086792,-1.357125,0.065007,-1.354758,-0.039855,-1.360966,-0.066669,-1.351976,-0.091989,-1.00842,-0.265494,-0.959372,0.074755,-0.355467,0.020419,-0.289513,0.310985,-0.430357,0.4013,-0.593147,0.078381,-0.053729,-0.078381,0.053729,1.155519,-0.073166,1.239846,0.030059,1.264552,0.760014,1.688362,0.871141,1.111986,0.868005,1.633742,1.030607,1.598151,0.948499,2.062946,1.073997,0.9014,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.37 (1).jpeg
3.1823,116.6286,-1.0,81.2027,-1.0,90.035,40.7502,25.4322,-1.0,94.2927,0.438682,-0.116673,0.145373,0.494195,-1.188714,0.509407,-1.275411,0.49622,-1.271753,0.35771,-1.338159,0.351294,-1.313997,0.118144,-1.071144,-0.007118,-0.925772,0.214899,-0.439298,0.085077,-0.184448,0.523823,-0.371346,0.590935,-0.247045,0.04213,-0.088597,-0.04213,0.088597,1.039634,0.041715,1.059182,0.209591,0.77864,0.99792,0.804717,1.154854,0.579099,1.021786,0.617606,1.212692,0.858831,1.354998,0.91365,1.591912,0.8741,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.37.jpeg
8.7993,134.7788,64.3424,67.1569,139.2076,119.4814,42.1272,30.8788,61.3049,64.1271,0.389658,-0.09421,0.146723,0.542631,-1.271121,0.525259,-1.348277,0.483307,-1.33603,0.389742,-1.363645,0.352046,-1.337909,0.219324,-1.061592,0.086623,-0.914869,0.625915,-0.726724,0.560023,-0.446057,1.095001,-0.737513,1.098734,-0.598473,0.061669,-0.103128,-0.061669,0.103128,0.850022,-0.380044,0.876811,-0.194304,0.751358,0.513169,0.795783,0.686131,0.560822,0.56507,0.587298,0.833077,0.874663,0.777571,0.992493,1.000638,0.8978,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.38.jpeg
4.8183,131.4477,70.4005,95.2939,-1.0,88.5038,32.3799,17.1498,76.4038,90.8872,0.380572,-0.086852,0.170124,0.464569,-1.279407,0.426839,-1.372237,0.39196,-1.364023,0.30329,-1.361299,0.250982,-1.330218,0.030057,-1.081528,0.137937,-0.911404,0.247938,-0.689376,0.396537,-0.312959,0.718185,-0.693948,0.861154,-0.528296,-0.034733,-0.112552,0.034733,0.112552,0.738854,-0.245768,0.956955,0.219952,0.616335,0.461435,0.938308,1.011947,0.579873,0.627898,0.845296,1.146711,0.937691,0.683007,1.290482,1.079938,0.9246,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.39.jpeg
78.9221,176.8645,-1.0,-1.0,-1.0,160.3639,15.6853,21.1868,-1.0,143.8972,0.467279,-0.045591,0.163996,1.448646,-0.257335,1.461104,-0.346918,1.424764,-0.346032,1.342611,-0.405642,1.302462,-0.388693,1.004393,-0.274141,0.958341,-0.110145,1.110382,-0.123204,0.965859,0.514145,1.274352,-0.083157,1.162599,1.045259,0.009787,-0.02525,-0.009787,0.02525,-0.318688,0.139693,-0.257741,0.265233,-0.660171,0.323072,-0.70259,0.317037,-0.731092,0.339715,-0.807563,0.241108,-0.639866,0.439763,-0.667206,0.554322,0.7575,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.40 (1).jpeg
14.8763,142.32,47.4031,52.1648,-1.0,88.885,15.7842,17.3861,57.0566,64.948,0.351749,-0.080434,0.141124,0.608481,-1.23584,0.596756,-1.3205,0.570612,-1.317751,0.510585,-1.324394,0.457036,-1.313266,0.276678,-1.037044,0.236786,-0.895921,0.454145,-0.609821,0.610871,-0.353687,0.845555,-0.601269,0.948666,-0.596567,0.027041,-0.08636,-0.027041,0.08636,0.7004,-0.308146,0.777371,-0.05574,0.37119,0.418725,0.450337,0.564085,0.226894,0.51745,0.301779,0.659764,0.515752,0.65795,0.634811,0.729408,0.9071,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.40.jpeg
13.5331,144.0098,-1.0,73.4072,-1.0,124.1994,37.29,33.6852,-1.0,83.4729,0.424067,-0.106552,0.035074,0.658075,-1.334125,0.616573,-1.434188,0.598472,-1.430517,0.488577,-1.415603,0.459283,-1.405873,0.247362,-0.989772,0.220653,-0.954698,0.37095,-0.382848,0.385381,-0.268091,0.716633,-0.106825,0.882572,-0.080137,0.033301,-0.049961,-0.033301,0.049961,0.87436,0.034889,0.974915,0.185538,0.613975,0.893306,0.634406,0.941385,0.490625,1.014054,0.482786,1.02924,0.873746,1.176669,0.868297,1.288717,0.8778,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.41 (1).jpeg
24.1107,134.3198,78.5516,73.9372,-1.0,111.1793,63.3546,43.7409,116.3824,121.2947,0.213556,-0.100634,0.100112,-0.194946,-1.45298,-0.269643,-1.519387,-0.275176,-1.511255,-0.373708,-1.451446,-0.384692,-1.443687,-0.308739,-0.962814,-0.508263,-0.862702,-0.079514,-0.401262,-0.237704,-0.173713,0.299302,-0.223054,0.325153,-0.176268,0.07149,-0.074703,-0.07149,0.074703,1.005787,-0.022386,1.003149,0.193573,0.79028,0.801811,0.69759,0.935836,0.693831,0.93154,0.599139,1.051235,1.136747,1.0318,1.038556,1.229067,0.8944,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.41 (2).jpeg
16.3218,131.7708,72.5546,70.793,-1.0,115.5843,84.1108,54.7811,115.4442,116.3836,0.264597,-0.101909,0.01438,-0.016434,-1.384669,-0.065481,-1.455886,-0.08064,-1.455471,-0.178508,-1.419626,-0.206644,-1.415352,-0.211326,-0.966889,-0.350736,-0.952509,-0.053109,-0.456682,-0.200946,-0.335727,0.282539,-0.214863,0.3271,-0.224124,0.070266,-0.049602,-0.070266,0.049602,0.847135,0.06482,0.867031,0.227514,0.50621,0.769304,0.492479,0.877443,0.330126,0.849028,0.334365,0.915603,0.670702,1.085714,0.710172,1.236564,0.913,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.41.jpeg
27.1199,126.7318,76.7068,78.0507,-1.0,99.4296,68.9356,31.2353,119.7852,125.0351,0.238041,-0.090803,0.031754,-0.217814,-1.374922,-0.270185,-1.444213,-0.285488,-1.435907,-0.38093,-1.389834,-0.406971,-1.376382,-0.414633,-0.905931,-0.497077,-0.874177,-0.272571,-0.376235,-0.349173,-0.233166,0.170798,-0.256781,0.163886,-0.265114,0.03492,-0.057579,-0.03492,0.057579,0.823831,-0.031883,0.925777,0.203787,0.612278,0.748989,0.644019,0.953282,0.474183,0.856291,0.487626,1.056026,0.851947,0.986821,0.87937,1.190953,0.9037,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.42 (1).jpeg
34.667,119.9518,67.4281,133.9109,-1.0,122.4286,18.8242,29.7274,125.8231,131.4534,0.181206,-0.067984,0.10295,-0.3876,-1.204413,-0.443818,-1.270305,-0.460014,-1.259133,-0.559276,-1.224918,-0.576136,-1.209739,-0.551258,-0.873947,-0.586354,-0.770997,-0.261642,-0.527285,-0.282543,-0.262421,0.05605,-0.448002,0.174681,-0.249844,0.038419,-0.06728,-0.038419,0.06728,0.764871,-0.07164,0.806917,0.190346,0.529362,0.504651,1.333928,0.925712,0.320911,0.558353,1.328272,1.122689,0.605072,0.701417,1.781688,0.961067,0.9583,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.42.jpeg
0.8559,140.0251,122.5222,116.8149,-1.0,147.9123,9.3268,24.7607,95.7863,89.9037,0.311483,-0.102505,0.138745,0.296545,-1.382908,0.246599,-1.46228,0.231022,-1.449511,0.143563,-1.434651,0.129128,-1.405831,-0.003544,-1.069261,-0.026331,-0.930516,0.297379,-0.536386,0.372671,-0.360801,0.727303,-0.285133,0.829147,-0.167914,0.043387,-0.094069,-0.043387,0.094069,0.9434,-0.046412,0.917847,0.108454,1.424791,0.804751,1.352117,1.000519,1.368983,1.012197,1.29703,1.193425,1.842108,0.876787,1.785882,1.135367,0.9262,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.31.43.jpeg
20.2522,123.0541,76.9942,85.3237,148.9865,122.3425,49.1011,43.1654,99.8232,111.8913,0.273087,-0.094009,0.180166,-0.073065,-1.304636,-0.112347,-1.37918,-0.141981,-1.375657,-0.244839,-1.361725,-0.270438,-1.352147,-0.242154,-1.028261,-0.450151,-0.848095,0.058016,-0.545089,-0.132594,-0.222241,0.43617,-0.351278,0.451965,-0.166579,0.092998,-0.099153,-0.092998,0.099153,1.05125,-0.268333,0.928134,0.121127,1.005508,0.606422,0.828838,1.080503,0.803089,0.728254,0.720809,1.227121,1.321388,0.779741,1.206105,1.403066,0.9782,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.40.10 (1).jpeg
21.146,135.6534,69.0878,76.3413,143.3784,123.377,20.4859,20.7207,102.7618,113.5642,0.234501,-0.092174,0.207463,-0.126244,-1.479782,-0.195,-1.54512,-0.198731,-1.531995,-0.335999,-1.461927,-0.33688,-1.444849,-0.321991,-1.036396,-0.3995,-0.828932,0.011213,-0.541662,0.030919,-0.209285,0.426762,-0.395177,0.597178,-0.223199,0.034742,-0.091842,-0.034742,0.091842,0.776305,-0.195117,0.974742,0.126274,0.566948,0.71288,0.751994,0.923411,0.418475,0.749038,0.622892,1.012,0.720032,0.945164,1.059133,1.203104,0.9463,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.40.10 (2).jpeg
3.0504,139.6287,122.2913,152.6792,149.064,129.9974,53.1061,40.7716,88.7305,102.383,0.303696,-0.069815,0.257559,0.250482,-1.396939,0.214415,-1.502074,0.145495,-1.486082,0.075534,-1.470171,-0.057123,-1.429704,0.118342,-1.127362,-0.22477,-0.869804,0.520625,-0.654703,0.104889,-0.044519,1.032735,-0.481735,0.963656,0.238215,0.134967,-0.156518,-0.134967,0.156518,1.203099,-0.198496,1.181027,0.327023,1.745333,0.589227,2.30714,1.106871,1.742622,0.791901,2.411864,1.330013,2.197184,0.572555,2.835766,1.002212,0.9722,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.40.10.jpeg
17.5843,153.8992,-1.0,84.336,147.3065,133.0173,7.1741,27.7935,-1.0,91.0467,0.284853,-0.082893,0.127792,0.586962,-1.25151,0.543051,-1.327728,0.542204,-1.309079,0.44243,-1.316619,0.448427,-1.275615,0.294067,-1.017169,0.310152,-0.889377,0.676954,-0.699092,0.672076,-0.539405,1.162306,-0.639291,1.214859,-0.567324,-0.039012,-0.074013,0.039012,0.074013,0.422733,0.181379,0.885403,0.328999,-0.058436,0.624447,0.59206,1.039664,-0.17562,0.676575,0.451609,1.146287,0.053963,0.749888,0.836036,1.193079,0.8914,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.40.11.jpeg
13.1438,142.3616,68.8857,72.709,-1.0,80.4328,36.3873,21.4822,87.0617,92.2915,0.369574,-0.113318,0.132074,0.596969,-1.275412,0.552517,-1.381529,0.537831,-1.372759,0.417673,-1.370717,0.397474,-1.354327,0.27606,-1.03984,0.178731,-0.907765,0.546043,-0.690138,0.584114,-0.376761,0.902521,-0.82263,0.943756,-0.761436,0.031751,-0.080678,-0.031751,0.080678,0.827832,0.079142,0.859468,0.308057,0.378183,0.785875,0.431253,1.004012,0.1997,0.830567,0.238072,1.108215,0.522764,1.098153,0.632766,1.361522,0.9092,MAL SENTADOS,5,WhatsApp Image 2026-02-09 at 20.40.12 (1).jpeg
